id_client;sexe;tranche_age;enfant_conduite_accompagne;nombre_enfants;tranche_revenus;tranche_valeur_RP;formation;usage_vehicule;type_vehicule;vehicule_est_rouge;tranche nbr_pts-perdus;tranche_age_vehicule;type_conduite;date_demande_mois_année;etat_dossier;formule;tarif_devis
322;F;90-108;VRAI;2;0-25000;100000-150000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
323;F;72-90;FAUX;0;75000-100000;200000-250000;High School;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
324;F;36-54;FAUX;1;0-25000;50000-100000;High School;Commercial;Pickup;FAUX;6-9 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_express;A
325;F;54-72;FAUX;2;25000-50000;0-50000;High School;Private;SUV;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
326;M;0-18;FAUX;0;75000-100000;0-50000;High School;Commercial;Minivan;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
327;F;72-90;FAUX;0;75000-100000;300000-350000;Masters;Private;Minivan;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
328;F;54-72;FAUX;0;25000-50000;0-50000;Bachelors;Commercial;SUV;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
329;F;36-54;FAUX;0;25000-50000;0-50000;High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
330;F;54-72;FAUX;0;25000-50000;150000-200000;High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_premium;B
331;F;36-54;FAUX;0;50000-75000;250000-300000;Bachelors;Private;Pickup;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_vip;B
332;M;72-90;VRAI;3;0-25000;100000-150000;High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
333;M;18-36;FAUX;0;25000-50000;150000-200000;Bachelors;Private;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
334;M;36-54;FAUX;1;25000-50000;150000-200000;Bachelors;Commercial;Van;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
335;F;54-72;FAUX;3;50000-75000;200000-250000;Bachelors;Commercial;Minivan;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
336;F;36-54;FAUX;1;75000-100000;250000-300000;Masters;Private;SUV;FAUX;0-3 pts;20-25 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
337;M;0-18;FAUX;0;50000-75000;0-50000;Masters;Private;Sports Car;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
338;M;36-54;FAUX;0;25000-50000;150000-200000;Bachelors;Commercial;Pickup;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
339;M;36-54;FAUX;1;100000-125000;300000-350000;Masters;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
340;F;18-36;VRAI;2;0-25000;0-50000;High School;Private;Sports Car;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
341;M;54-72;FAUX;3;100000-125000;300000-350000;Masters;Commercial;Panel Truck;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
342;M;72-90;FAUX;1;25000-50000;150000-200000;High School;Commercial;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
343;M;18-36;FAUX;0;50000-75000;250000-300000;High School;Private;SUV;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
344;M;72-90;FAUX;0;25000-50000;150000-200000;High School;Commercial;Minivan;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
345;M;54-72;FAUX;0;100000-125000;0-50000;High School;Commercial;Van;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
346;M;54-72;FAUX;0;100000-125000;300000-350000;High School;Private;SUV;FAUX;0-3 pts;N/C;Highly Urban/ Urban;mars-22;complet;dev_premium;B
347;F;18-36;FAUX;0;50000-75000;N/C;Masters;Commercial;Panel Truck;FAUX;9-12 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
348;F;18-36;FAUX;1;100000-125000;300000-350000;Bachelors;Commercial;Panel Truck;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
349;F;72-90;FAUX;0;0-25000;50000-100000;Masters;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
350;M;18-36;FAUX;0;0-25000;150000-200000;High School;Private;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
351;F;72-90;VRAI;1;100000-125000;250000-300000;Bachelors;Private;Minivan;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_vip;B
352;M;18-36;FAUX;0;50000-75000;150000-200000;Masters;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
353;M;54-72;FAUX;1;75000-100000;250000-300000;Bachelors;Commercial;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
354;F;72-90;FAUX;0;150000-175000;0-50000;PhD;Private;Sports Car;FAUX;6-9 pts;20-25 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
355;M;72-90;FAUX;3;75000-100000;250000-300000;Bachelors;Commercial;Panel Truck;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
356;F;36-54;FAUX;4;75000-100000;N/C;Masters;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
357;F;36-54;FAUX;0;N/C;150000-200000;Masters;Private;SUV;FAUX;0-3 pts;25-30 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
358;M;18-36;FAUX;1;100000-125000;0-50000;Masters;Commercial;Panel Truck;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
359;M;0-18;FAUX;1;25000-50000;100000-150000;Masters;Private;Pickup;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
360;F;36-54;FAUX;0;50000-75000;250000-300000;High School;Commercial;Pickup;VRAI;0-3 pts;10-15 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
361;F;54-72;FAUX;0;50000-75000;200000-250000;Bachelors;Private;Van;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
362;M;72-90;FAUX;3;25000-50000;100000-150000;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mars-22;complet;dev_premium;B
363;M;18-36;FAUX;3;25000-50000;0-50000;Bachelors;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
364;F;54-72;FAUX;1;50000-75000;0-50000;High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;janv-22;complet;dev_premium;B
365;M;18-36;FAUX;1;0-25000;N/C;<High School;Commercial;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
366;M;54-72;FAUX;3;N/C;0-50000;<High School;Private;Minivan;VRAI;0-3 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_integral;A
367;F;36-54;FAUX;1;25000-50000;100000-150000;<High School;Private;Minivan;VRAI;3-6 pts;5-10 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
368;F;54-72;FAUX;0;125000-150000;350000-400000;PhD;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
369;F;54-72;FAUX;0;25000-50000;0-50000;High School;Private;Minivan;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_express;A
370;M;0-18;FAUX;2;25000-50000;0-50000;Bachelors;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
371;F;18-36;VRAI;2;0-25000;50000-100000;Bachelors;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
372;M;54-72;FAUX;0;N/C;150000-200000;Masters;Private;Minivan;VRAI;0-3 pts;N/C;Highly Urban/ Urban;janv-22;complet;dev_integral;A
373;M;72-90;FAUX;0;25000-50000;N/C;<High School;Commercial;Panel Truck;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
374;F;36-54;FAUX;1;0-25000;0-50000;<High School;Private;Minivan;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
375;F;36-54;FAUX;0;25000-50000;0-50000;High School;Private;SUV;FAUX;3-6 pts;N/C;Highly Urban/ Urban;avr-22;complet;dev_express;A
376;M;36-54;FAUX;2;25000-50000;150000-200000;High School;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
377;F;54-72;FAUX;2;25000-50000;100000-150000;Masters;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
378;M;18-36;FAUX;1;50000-75000;200000-250000;Masters;Private;Minivan;FAUX;0-3 pts;20-25 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
379;M;54-72;VRAI;2;25000-50000;150000-200000;High School;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
380;F;54-72;FAUX;0;75000-100000;250000-300000;Masters;Private;Minivan;FAUX;0-3 pts;N/C;Highly Urban/ Urban;avr-22;complet;dev_integral;A
381;M;0-18;FAUX;2;150000-175000;350000-400000;PhD;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
382;M;72-90;FAUX;0;50000-75000;150000-200000;High School;Commercial;Van;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
383;M;54-72;FAUX;0;125000-150000;0-50000;PhD;Commercial;Van;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
384;M;72-90;FAUX;0;125000-150000;400000-450000;Masters;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
385;M;0-18;FAUX;3;75000-100000;150000-200000;High School;Commercial;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
386;F;54-72;FAUX;1;25000-50000;100000-150000;High School;Commercial;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
387;M;0-18;FAUX;0;125000-150000;0-50000;PhD;Private;Minivan;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
388;F;72-90;FAUX;0;N/C;150000-200000;Bachelors;Private;Pickup;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
389;M;36-54;FAUX;0;25000-50000;0-50000;<High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_express;A
390;M;72-90;FAUX;1;100000-125000;0-50000;Masters;Private;Minivan;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
391;F;36-54;VRAI;1;100000-125000;300000-350000;Masters;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
392;F;36-54;FAUX;0;N/C;350000-400000;Masters;Private;Sports Car;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
393;F;36-54;FAUX;0;0-25000;0-50000;High School;Commercial;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
394;M;36-54;FAUX;0;100000-125000;300000-350000;Bachelors;Commercial;Panel Truck;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
395;F;72-90;FAUX;0;100000-125000;300000-350000;PhD;Private;Van;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
396;M;72-90;FAUX;0;25000-50000;150000-200000;High School;Commercial;Pickup;VRAI;3-6 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
397;F;36-54;VRAI;4;50000-75000;150000-200000;High School;Commercial;Pickup;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
398;M;90-108;FAUX;0;0-25000;0-50000;Bachelors;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Rural/ Rural;avr-22;complet;dev_premium;A
399;M;72-90;FAUX;0;0-25000;100000-150000;Masters;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
400;M;54-72;VRAI;3;75000-100000;0-50000;Bachelors;Commercial;Minivan;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
401;F;0-18;FAUX;0;N/C;200000-250000;High School;Commercial;Sports Car;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
402;M;0-18;FAUX;0;125000-150000;N/C;Masters;Commercial;Panel Truck;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
403;M;72-90;FAUX;3;0-25000;0-50000;<High School;Private;SUV;FAUX;6-9 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
404;M;54-72;FAUX;0;250000-275000;0-50000;PhD;Commercial;Panel Truck;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
405;M;54-72;FAUX;0;200000-225000;0-50000;PhD;Commercial;Panel Truck;VRAI;3-6 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
406;F;0-18;FAUX;2;50000-75000;0-50000;High School;Private;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
407;F;18-36;FAUX;2;75000-100000;250000-300000;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
408;M;0-18;FAUX;2;75000-100000;200000-250000;High School;Private;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;A
409;M;36-54;FAUX;0;N/C;250000-300000;PhD;Commercial;Van;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;A
410;F;54-72;FAUX;0;0-25000;50000-100000;High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;A
411;M;54-72;FAUX;3;25000-50000;100000-150000;<High School;Commercial;Van;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
412;M;36-54;FAUX;0;100000-125000;250000-300000;Bachelors;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
413;F;72-90;FAUX;0;75000-100000;300000-350000;Masters;Private;Pickup;FAUX;0-3 pts;N/C;Highly Urban/ Urban;avr-22;complet;dev_premium;B
414;F;0-18;FAUX;0;0-25000;50000-100000;Bachelors;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Rural/ Rural;janv-22;complet;dev_premium;B
415;M;72-90;FAUX;0;75000-100000;0-50000;Masters;Commercial;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
416;F;54-72;FAUX;0;25000-50000;100000-150000;Masters;Private;Pickup;FAUX;0-3 pts;N/C;Highly Urban/ Urban;mars-22;complet;dev_express;A
417;M;36-54;FAUX;0;0-25000;0-50000;<High School;Private;Pickup;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
418;F;36-54;FAUX;3;0-25000;0-50000;<High School;Private;SUV;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
419;M;72-90;FAUX;0;0-25000;100000-150000;High School;Private;Pickup;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
420;F;36-54;FAUX;3;N/C;50000-100000;<High School;Commercial;Panel Truck;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
421;M;54-72;VRAI;2;25000-50000;150000-200000;High School;Commercial;Pickup;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
422;M;0-18;FAUX;0;75000-100000;0-50000;Masters;Private;Van;FAUX;9-12 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
423;M;54-72;FAUX;0;0-25000;100000-150000;High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
424;M;72-90;FAUX;0;75000-100000;N/C;Bachelors;Commercial;Minivan;VRAI;6-9 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
425;F;72-90;FAUX;0;75000-100000;N/C;Masters;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
426;M;36-54;FAUX;0;75000-100000;0-50000;Bachelors;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;avr-22;complet;dev_premium;B
427;M;36-54;VRAI;2;0-25000;150000-200000;<High School;Commercial;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;B
428;F;54-72;FAUX;0;50000-75000;200000-250000;High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
429;F;54-72;FAUX;0;100000-125000;300000-350000;Masters;Commercial;Panel Truck;FAUX;6-9 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
430;F;54-72;VRAI;1;25000-50000;150000-200000;Bachelors;Private;SUV;FAUX;3-6 pts;10-15 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
431;F;36-54;FAUX;0;25000-50000;100000-150000;High School;Commercial;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
432;M;18-36;FAUX;0;50000-75000;200000-250000;Bachelors;Commercial;Panel Truck;VRAI;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_vip;C
433;F;90-108;FAUX;0;N/C;150000-200000;Bachelors;Commercial;Pickup;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
434;F;0-18;FAUX;0;25000-50000;100000-150000;PhD;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
435;F;72-90;FAUX;0;50000-75000;150000-200000;High School;Commercial;Panel Truck;VRAI;3-6 pts;N/C;Highly Urban/ Urban;févr-22;complet;dev_integral;A
436;F;54-72;FAUX;0;0-25000;0-50000;High School;Commercial;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
437;F;72-90;FAUX;0;75000-100000;0-50000;Bachelors;Commercial;Pickup;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
438;F;54-72;FAUX;4;25000-50000;200000-250000;High School;Private;Van;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
439;M;72-90;FAUX;3;0-25000;N/C;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
440;F;54-72;FAUX;2;0-25000;50000-100000;Bachelors;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
441;F;18-36;FAUX;0;0-25000;0-50000;High School;Commercial;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;A
442;F;72-90;FAUX;0;N/C;300000-350000;PhD;Private;Pickup;FAUX;0-3 pts;N/C;Highly Urban/ Urban;mars-22;complet;dev_integral;A
443;F;36-54;FAUX;0;25000-50000;100000-150000;Masters;Commercial;Pickup;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
444;F;72-90;FAUX;2;50000-75000;150000-200000;Bachelors;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
445;M;72-90;FAUX;0;0-25000;100000-150000;PhD;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
446;F;72-90;FAUX;0;100000-125000;0-50000;High School;Commercial;Pickup;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
447;M;36-54;FAUX;1;75000-100000;250000-300000;Masters;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
448;M;54-72;FAUX;1;0-25000;100000-150000;<High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
449;F;54-72;VRAI;3;0-25000;100000-150000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
450;F;72-90;FAUX;2;50000-75000;0-50000;Masters;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
451;M;18-36;FAUX;0;N/C;200000-250000;<High School;Commercial;Pickup;VRAI;6-9 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
452;F;90-108;FAUX;2;0-25000;50000-100000;High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
453;F;36-54;FAUX;0;125000-150000;300000-350000;Masters;Private;SUV;FAUX;0-3 pts;20-25 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
454;M;36-54;FAUX;0;50000-75000;0-50000;Bachelors;Commercial;Van;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
455;F;18-36;FAUX;3;25000-50000;100000-150000;High School;Commercial;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
456;F;18-36;FAUX;0;75000-100000;250000-300000;PhD;Commercial;Pickup;FAUX;0-3 pts;N/C;Highly Urban/ Urban;mars-22;complet;dev_integral;A
457;F;36-54;FAUX;0;75000-100000;0-50000;High School;Commercial;Van;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
458;F;36-54;FAUX;2;0-25000;100000-150000;Bachelors;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;B
459;M;18-36;FAUX;0;150000-175000;400000-450000;Masters;Private;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
460;M;36-54;VRAI;3;75000-100000;300000-350000;Bachelors;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
461;M;54-72;FAUX;0;0-25000;100000-150000;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mars-22;complet;dev_premium;A
462;M;36-54;FAUX;0;75000-100000;200000-250000;Bachelors;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
463;M;18-36;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;Panel Truck;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
464;F;54-72;FAUX;0;50000-75000;100000-150000;Bachelors;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
465;M;72-90;VRAI;2;0-25000;100000-150000;<High School;Commercial;Pickup;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
466;M;72-90;FAUX;0;50000-75000;200000-250000;Bachelors;Commercial;Pickup;VRAI;0-3 pts;10-15 ans;Highly Rural/ Rural;mars-22;complet;dev_express;A
467;F;0-18;VRAI;2;200000-225000;0-50000;Masters;Commercial;Van;VRAI;0-3 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_express;A
468;F;0-18;FAUX;0;75000-100000;0-50000;Masters;Commercial;Panel Truck;FAUX;0-3 pts;N/C;Highly Urban/ Urban;janv-22;complet;dev_premium;B
469;F;18-36;FAUX;0;0-25000;100000-150000;<High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
470;F;54-72;VRAI;3;0-25000;100000-150000;<High School;Commercial;Minivan;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
471;F;54-72;FAUX;2;0-25000;0-50000;High School;Private;SUV;FAUX;6-9 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
472;M;18-36;FAUX;0;75000-100000;0-50000;<High School;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
473;M;18-36;FAUX;2;25000-50000;150000-200000;High School;Private;SUV;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
474;F;0-18;FAUX;1;50000-75000;200000-250000;Masters;Private;Pickup;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
475;M;54-72;FAUX;0;0-25000;0-50000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
476;F;18-36;FAUX;1;0-25000;50000-100000;<High School;Private;SUV;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
477;F;72-90;FAUX;0;0-25000;0-50000;<High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
478;M;18-36;FAUX;0;100000-125000;0-50000;Masters;Commercial;Panel Truck;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
479;M;18-36;FAUX;0;150000-175000;350000-400000;PhD;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
480;F;54-72;FAUX;0;50000-75000;150000-200000;High School;Commercial;Pickup;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
481;F;54-72;FAUX;0;0-25000;0-50000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
482;F;54-72;FAUX;3;0-25000;N/C;High School;Private;Van;VRAI;6-9 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
483;F;18-36;FAUX;3;50000-75000;0-50000;Bachelors;Private;SUV;FAUX;0-3 pts;N/C;Highly Urban/ Urban;mars-22;complet;dev_express;A
